	sentence	annotation
5545	world economic council instance predicts world energy consumption increase exajoules joules levels anywhere depending level world economic cooperation concerted action future	argument
5546	improve business wrote extensively current constitution used chinese	non_argument
5547	marijuana withdrawal syndrome occurs consisting anxiety depression sleep appetite disturbances irritability tremors diaphoresis nausea muscle convulsions restlessness	argument
5548	executions actually less punitive life without parole	argument
5549	end day mother every right decide next move life	argument
5550	arguments favor future biotechnologically facilitated reproductive liberty may gain traction especially concerns safety appear diminish research advances	argument
5551	uniforms unnecessary exertion power administrators n’t know exercise responsible authority	argument
5552	difficult control dose	argument
5553	amounts executions every day year monday friday	argument
5554	surprise government simply wave magic wand force businesses pay higher wages without negative side effects	argument
5555	tesla rich time death	non_argument
5556	also noted lftr run criticality inherent control problems even melt negative temperature coefficient offset graphite positive coefficient	argument
5557	resorts though site owned managed north part	non_argument
5558	want unplug eight months procedure still right unplug	argument
5559	snowball gun laws solve nothing terrorists whether paris san bernardino n’t sort people care obey	argument
5560	fire architecture typical expressions image included newsweeks list	non_argument
5561	regimes executed firing squad chihuahua	non_argument
5562	biweekly publications steve abaco history seattle new yale university	non_argument
5563	school uniforms banned kids hate	argument
5564	suffer guilt feelings lives	argument
5565	female polar bears weight male	non_argument
5566	similar case oil virtually used transport nuclear power n’t take place	argument
5567	clashes continue tribal beja communities concentrated soviet authorities contributed personality	non_argument
5568	excluding bornholm responsibility rules well multipole balance tropics	non_argument
